fds,Ticker,Name,Price-to-Earnings,Price-to-Book,Book-to-Market,Dividends,Div_per_share,Common shares,Ave_shares_diluted,MCAP,Total-_Equity,Book_value_per_share,Sectore
1,COP,ConocoPhillips,3.21,0.60,0.43,-1328.00,4.44,1151241888.00,296700081.00,90968.82,32079.00,106.94,Oil & Gas - E&P
1,ED,Consolidated Edison,15.28,1.55,0.64,-835.00,2.69,311418948.00,312125000.00,24272.26,15898.00,51.15,Utilities - Regulated
1,STZ,"CONSTELLATION BRANDS, INC.",11.71,3.36,0.30,-478.20,2.48,191188457.00,221713000.00,42669.44,11534.90,58.48,Beverages - Alcoholic
1,CBKM,CONSUMERS BANCORP INC /OH/,12.61,1.24,0.80,,,2733845.00,2727970.00,65.70,43.97,16.12,
1,C993,CONTANGO OIL & GAS CO,,,,0.00,0.00,25583398.00,24863500.00,,140.24,5.64,Industrial Products
1,CLR,"CONTINENTAL RESOURCES, INC",10.17,2.80,0.35,0.00,0.00,376016349.00,375469750.00,24784.63,5938.81,15.98,Oil & Gas - E&P
1,CNVR,"CONVERSANT, INC.",17.78,4.50,0.23,0.00,0.00,64444183.00,67416500.00,2219.46,504.58,7.65,
1,IFON,"Cool Holdings, Inc.",0.14,-0.09,0.42,0.00,0.00,7792918.00,-299537.00,9.42,13.61,-45.43,Communication Equipment
1,COOL,"COOL TECHNOLOGIES, INC.",-683.18,-834.76,0.00,,,209843573.00,176682147.00,3443.36,-3.67,-0.02,Biotechnology
1,COO,COOPER COMPANIES INC,98.99,3.92,0.25,-5.80,0.12,49139682.00,49675250.00,12878.53,3226.60,65.88,Medical Instruments & Equipment
1,CPS,Cooper-Standard Holdings Inc.,8.46,1.47,0.68,0.00,0.00,17774669.00,18408356.00,1933.40,911.16,49.21,Autos
1,CPRT,COPART INC,24.15,6.57,0.15,0.00,0.00,234015480.00,243385750.00,12052.91,1671.76,7.19,Autos
1,CORT,CORCEPT THERAPEUTICS INC,9.90,5.79,0.17,0.00,0.00,115471798.00,127427500.00,1542.32,259.55,2.25,Biotechnology
1,CMT,CORE MOLDING TECHNOLOGIES INC,,,,,,,7761250.00,,,,Autos
1,COR,CoreSite Realty Corp,45.05,9.07,0.10,-190.10,5.53,36698529.00,34541885.00,3650.89,363.63,7.68,REITs
1,CSOD,Cornerstone OnDemand Inc,-72.25,52.68,0.02,0.00,0.00,58612222.00,57956500.00,,54.42,0.94,Application Software
1,CWRL,Cornerworld Corp,-2.24,-0.33,-3.01,,,4655338.00,4655338.00,0.28,-0.84,-0.18,
1,GLW,CORNING INC /NY,-43.87,2.00,0.52,-675.00,0.81,800399090.00,861250000.00,28622.12,13978.00,13.90,Computer Hardware
1,CRVS,"Corvus Pharmaceuticals, Inc.",-2.64,1.12,0.77,0.00,0.00,29282086.00,25348948.00,,118.85,4.69,Biotechnology
1,CSGP,COSTAR GROUP INC,66.44,4.52,0.22,0.00,0.00,36419787.00,36359250.00,14371.57,2928.31,0.00,Real Estate Services
1,Cost,COSTCO WHOLESALE CORP /NEW,30.53,7.30,0.14,-689.00,1.57,438208376.00,441834000.00,98202.61,13103.00,29.19,Retail - Defensive
1,COTV,"Cotiviti Holdings, Inc.",25.78,3.45,0.29,0.00,0.00,93275782.00,95344997.00,4173.16,1200.90,12.98,Application Software
1,COT,COTT CORP /CN/,5.15,1.69,,,,,140865750.00,2080.68,1214.10,8.71,Beverages - Non-Alcoholic
1,COTY,COTY INC.,-35.28,0.63,1.59,-375.30,0.50,751075098.00,750250000.00,8953.91,9235.30,11.47,Consumer Packaged Goods
1,COUP,Coupa Software Inc,,10.91,0.09,0.00,0.00,59444864.00,56495250.00,,311.52,5.51,Application Software
1,CUZ,Cousins Properties Inc,41.09,1.28,0.78,-105.04,0.25,420384785.00,427484500.00,3597.29,2824.46,6.58,REITs
1,COVS,Covisint Corp,,,0.60,0.00,,40865897.00,39658000.00,100.12,60.48,,
1,CBRL,"CRACKER BARREL OLD COUNTRY STORE, INC",16.37,6.78,0.15,-207.59,8.65,24034375.00,24067748.00,3598.14,600.18,25.00,Restaurants
1,BREW,"CRAFT BREW ALLIANCE, INC.",25.53,2.34,0.43,0.00,0.00,19381762.00,19567500.00,340.63,136.63,7.07,Beverages - Alcoholic
1,CR,CRANE CO /DE/,23.81,3.39,0.30,-82.30,1.38,59449055.00,60925000.00,5749.39,1529.50,25.61,Industrial Products
1,CIK,"Cr̩dit Suisse Asset Management Income Fund, INC.",0.63,0.16,6.38,-151.50,1.28,119185812.00,119757978.00,381.39,2431.53,20.51,Asset Management
1,CREE,CREE INC,-16.66,2.05,0.48,0.00,0.00,102559333.00,100548250.00,3587.17,2198.70,21.82,Semiconductors
1,CRSP,CRISPR Therapeutics AG,-13.50,3.79,0.23,0.00,0.00,51896995.00,45161755.00,,417.31,9.24,Biotechnology
1,CROX,"Crocs, Inc.",,,0.22,-12.00,,66801007.00,70326000.00,1302.64,382.32,,Manufacturing - Apparel & Furniture
1,CRWG,"CrowdGather, Inc.",,,,,,130536572.00,118987173.00,,0.64,0.01,
1,CCI,Crown Castle International Corp.,101.58,3.66,0.27,-1856.64,4.51,414850442.00,412572500.00,45109.70,12295.00,29.89,Communication Services
1,CRWS,CROWN CRAFTS INC,15.24,1.47,0.68,-3.23,0.32,10097558.00,10085750.00,54.38,39.88,3.96,Manufacturing - Apparel & Furniture
1,CCK,Crown Holdings Inc,22.05,5.04,0.20,0.00,0.00,135190167.00,133685000.00,6655.22,1310.00,7.05,Packaging & Containers
1,CRY,CRYOLIFE INC,-208.73,3.92,0.25,0.00,0.00,36967506.00,36042500.00,1171.28,276.81,7.74,Medical Devices
1,CSGS,CSG SYSTEMS INTERNATIONAL INC,18.99,3.21,0.30,-27.64,0.85,33328416.00,32946500.00,1290.97,358.42,11.02,Application Software
1,CSRA,CSRA Inc.,,,0.10,-66.00,,163923601.00,176646542.00,6758.57,651.00,,Application Software
1,CSS,CSS INDUSTRIES INC,-1.93,0.48,2.13,-7.28,0.80,8835900.00,9094000.00,127.59,223.61,24.57,Retail - Apparel & Specialty
1,CST,"CST BRANDS, INC.",11.93,2.08,0.48,-10.00,0.13,75924747.00,76262750.00,3684.63,1770.00,16.43,
1,CSWI,"CSW INDUSTRIALS, INC.",-939.45,,0.33,0.00,0.00,15270883.00,15599000.00,859.68,267.61,,Industrial Products
1,CSX,CSX CORP,,4.18,0.25,-748.00,0.86,844420361.00,876750000.00,64204.68,13735.00,15.71,Transportation & Logistics
1,CTIC,CTI BIOPHARMA CORP,-1.45,1.25,,0.00,0.00,,52314500.00,,51.36,1.09,Biotechnology
1,CUBE,CubeSmart,34.52,3.04,0.32,-214.26,1.17,186306533.00,184134750.00,5169.48,1760.47,9.24,REITs
1,CUB,CUBIC CORP /DE/,141.85,2.30,0.43,-7.36,0.27,27252411.00,27351000.00,1927.84,724.20,25.71,Aerospace & Defense
1,CFR,"CULLEN/FROST BANKERS, INC.",15.14,1.96,0.51,-167.20,2.63,63944066.00,64700502.00,6718.48,3308.25,49.69,Banks
1,CFI,CULP INC,26.01,2.45,0.41,-4.49,0.36,12491956.00,12646500.00,410.24,167.47,13.06,
1,CMI,CUMMINS INC,18.38,3.00,0.34,-716.00,4.37,160561303.00,164495865.00,25183.89,8060.00,43.89,Industrial Products
1,CMLS,CUMULUS MEDIA INC,-1.54,-0.45,,0.00,0.00,16270420.00,29306281.00,,-700.95,-23.92,Entertainment
1,CRIS,CURIS INC,-2.74,121.34,0.02,0.00,0.00,33113146.00,65893264.00,63.38,0.78,0.01,Biotechnology
1,CVSI,"CV Sciences, Inc.",60.42,15.99,,0.00,0.00,,115695594.00,429.03,25.75,0.26,
1,CVS,CVS HEALTH Corp,26.22,2.23,0.45,-2038.00,2.00,1018799080.00,1017750000.00,81128.38,36622.00,36.00,Health Care Plans
1,CYAN,CYANOTECH CORP,-8.41,1.25,0.79,0.00,0.00,5836110.00,5806500.00,19.39,15.93,2.77,Consumer Packaged Goods
1,CYNK,Cynk Technology Corp.,,,,,,291450000.00,,0.00,,,
1,CY,CYPRESS SEMICONDUCTOR CORP /DE/,87.76,2.49,0.39,-154.26,0.43,361950039.00,358965250.00,4963.93,1886.49,5.31,Semiconductors
1,CTMX,"CytomX Therapeutics, Inc.",-9.81,3.22,0.28,0.00,0.00,45007104.00,39996185.00,,157.66,3.94,Biotechnology
1,CYCA,CYTTA CORP.,,-2.71,-0.44,,,30635324.00,36429030.00,0.92,-0.40,-0.01,
1,DHI,D. R. Horton,,,,,,377068508.00,382675000.00,15267.21,,,Homebuilding & Construction
1,DJCO,DAILY JOURNAL CORP,,1.94,,0.00,0.00,,1380746.00,338.42,162.92,117.99,Publishing
1,DHR,DANAHER CORP /DE/,25.65,2.56,0.39,-418.50,0.60,700902703.00,709350000.00,73901.11,27685.20,39.57,Medical Diagnostics & Research
1,DRI,DARDEN RESTAURANTS INC,21.37,5.78,0.17,-327.40,2.65,124110456.00,125625000.00,13384.37,2275.20,18.40,Restaurants
1,HCACU,"Daseke, Inc.",,,,,,64454182.00,23056847.00,,,,
1,DCLT,Data Call Technologies,,,,,,155484165.00,149688999.00,0.00,,,
1,PLAY,"Dave & Buster's Entertainment, Inc.",14.77,4.29,0.24,-5.84,0.15,38791237.00,40624961.00,2478.58,425.31,10.73,Restaurants
1,DVA,DAVITA INC.,18.37,2.21,0.48,0.00,0.00,166000000.00,177571754.00,12025.15,5093.67,21.88,Health Care Providers
1,DCPH,"Deciphera Pharmaceuticals, Inc.",-8.85,2.50,0.36,0.00,0.00,37661201.00,34040294.00,,309.37,9.09,Biotechnology
1,DE,DEERE & CO,20.33,4.17,0.24,-805.80,2.50,318570788.00,327300000.00,49881.45,11305.20,34.99,Farm & Construction Machinery
1,DELL,DELL INC,40.78,5.06,0.20,-561.00,0.32,1758000000.00,1754750000.00,55025.40,10781.00,6.18,
1,EXC,DELMARVA POWER & LIGHT CO /DE/,11.91,1.33,0.75,-1314.00,1.36,967009746.00,968000000.00,42293.38,33388.00,32.10,Utilities - Regulated
1,DLPH,Delphi Automotive,4.26,1.20,0.84,-252.00,0.95,263472291.00,266152500.00,7076.45,3809.00,13.60,Autos
1,DAL,DELTA AIR LINES INC /DE/,10.18,2.71,0.38,-885.00,1.27,685618701.00,700500000.00,36627.21,13704.00,19.63,Airlines
1,DLX,DELUXE CORP,13.08,2.45,0.42,-57.37,1.21,46306669.00,47672750.00,2596.07,955.30,20.13,Business Services
1,DVMT,Denali Holding Inc.,-3.11,1.45,0.18,0.00,0.00,769000000.00,199250000.00,73371.31,14425.00,38.10,Application Software
1,XRAY,Dentsply Sirona,-4.96,1.60,0.63,-79.20,0.35,222547625.00,223950000.00,8194.61,5154.30,22.77,Medical Instruments & Equipment
1,DEST,Destination Maternity Corp,-2.18,1.18,0.81,0.00,0.00,14447524.00,13853000.00,68.65,33.36,2.41,Retail - Apparel & Specialty
1,DXLG,"DESTINATION XL GROUP, INC.",-12.77,1.87,0.53,0.00,0.00,49478819.00,48579000.00,125.47,65.63,1.35,Retail - Apparel & Specialty
1,DTRM,"DETERMINE, INC.",,-4.07,-0.25,0.00,0.00,15056742.00,15226750.00,9.48,-2.10,-0.14,Application Software
1,DVN,DEVON ENERGY CORP/DE,7.45,1.75,0.62,-144.00,0.28,468200000.00,511250000.00,19731.26,8898.00,17.43,Oil & Gas - E&P
1,DXCM,DEXCOM INC,281.92,21.66,0.05,0.00,0.00,88844345.00,88450000.00,11171.70,562.20,6.41,Medical Diagnostics & Research
1,DGTC,DGT Holdings Corp.,,,,0.00,0.00,,,,56.56,14.71,
1,DHX,"DHI GROUP, INC.",5.18,0.58,1.59,0.00,0.00,52890453.00,49283750.00,101.54,143.94,2.97,Employment Services
1,DKS,DICKS SPORTING GOODS INC,11.07,2.00,0.53,-85.86,0.86,94790930.00,101019750.00,3403.47,1847.04,18.44,Retail - Apparel & Specialty
1,DBD,"DIEBOLD NIXDORF, Inc",,1.50,0.66,,,76124266.00,75925000.00,,176.90,-0.10,Application Software
1,DMRC,Digimarc CORP,-6.52,3.41,0.28,0.00,0.00,11886444.00,11264750.00,314.24,62.84,5.57,Application Software
1,DRAD,DIGIRAD CORP,,0.66,1.52,-4.42,0.22,20230628.00,20111500.00,28.17,27.31,1.36,Medical Devices
1,DDMG,"Digital Domain Media Group, Inc.",,,,0.00,0.00,43563481.00,33988721.00,,-9.83,-0.35,
1,DLR,"Digital Realty Trust, Inc.",,2.09,0.48,,,206282023.00,206712374.00,22571.77,10781.02,42.62,REITs
1,DIN,"DineEquity, Inc",12.16,,-0.14,-57.44,,17712434.00,17786750.00,1361.79,-223.25,,Restaurants
1,DPLO,"Diplomat Pharmacy, Inc.",472.79,1.42,0.69,0.00,0.00,74474677.00,73225971.00,1379.51,764.86,10.47,Drug Manufacturers
1,DFS,Discover Financial Services,10.49,2.20,0.47,-538.00,1.53,335964673.00,351000000.00,26323.01,11016.00,29.78,Credit Services
1,DISCA,"Discovery Communications, Inc.",,,0.50,0.00,,690000000.00,6000000.00,17245.22,9819.00,,Entertainment
1,DISH,DISH Network CORP,5.57,1.68,0.59,0.00,0.00,467516301.00,540254000.00,16035.81,8683.21,17.65,Communication Services
1,EWRX,"DLD Group, Inc.",,,,,,2388215.00,2062045.00,,-40.07,-19.43,
1,DOCU,DOCUSIGN INC,,,0.11,,,165250665.00,,,810.17,,Application Software
1,DLB,"Dolby Laboratories, Inc.",59.41,3.31,0.30,-66.16,0.64,103240000.00,106978000.00,7117.46,2196.12,21.18,Entertainment
1,DG,DOLLAR GENERAL CORP,15.67,4.48,0.23,-301.23,1.13,262884331.00,268275500.00,28072.13,6355.89,23.77,Retail - Defensive
1,DLTR,Dollar Tree,11.48,2.54,0.39,0.00,0.00,237969961.00,238525000.00,19174.22,7943.10,0.00,Retail - Defensive
1,DMDW,DOMAIN MEDIA CORP,,,,0.00,0.00,30588000.00,29673443.00,,-0.10,0.00,
1,DM,"Dominion Energy Midstream Partners, LP",,,,,,126607641.00,,,,,Oil & Gas - Midstream
1,D,DOMINION RESOURCES INC /VA/,15.35,2.34,0.42,-2131.00,3.28,655083378.00,650650000.00,46973.06,20426.00,28.40,Utilities - Regulated
1,DPZ,DOMINOS PIZZA INC,32.81,-3.79,-0.27,-86.39,2.05,41594653.00,43634896.00,11848.95,-2973.76,-70.63,Restaurants
1,DOMO,"DOMO, INC.",,,,,,,,,66.86,,Application Software
1,DCI,DONALDSON CO INC,30.21,6.73,0.15,-95.70,0.74,127891404.00,131775000.00,7391.73,867.30,6.55,Industrial Products
1,DORM,"Dorman Products, Inc.",23.81,4.00,,0.00,0.00,,33349000.00,2366.82,701.95,21.10,Autos
1,DOV,DOVER Corp,17.31,4.57,0.23,-286.54,1.88,146332674.00,154699000.00,16759.52,2747.93,0.00,Industrial Products
1,DDE,DOVER DOWNS GAMING & ENTERTAINMENT INC,-64.21,0.65,1.50,0.00,0.00,33283210.00,32414750.00,84.21,114.12,3.52,Travel & Leisure
1,DOW,Dow Chemical,,,0.35,-4772.00,,1223444930.00,1150925000.00,81542.60,28338.00,,Chemicals
1,DWDP,DowDuPont Inc.,61.89,1.31,0.77,-4072.00,1.76,2294243816.00,2328825000.00,146650.51,99744.00,42.42,Chemicals
1,DPS,Dr Pepper Snapple Group,105.72,4.34,0.13,-391.00,0.50,1389111598.00,790775000.00,171730.78,22293.00,28.50,Beverages - Non-Alcoholic
1,DRQ,DRIL-QUIP INC,-17.64,1.37,0.76,0.00,0.00,35777241.00,37234000.00,1874.32,1191.26,31.92,Oil & Gas - Services
1,DBX,"DROPBOX, INC.",,,,,,,,,643.40,,Application Software
1,DSW,DSW Inc.,53.67,2.07,0.48,-75.83,0.95,80293808.00,81428250.00,2564.58,967.43,12.07,Retail - Apparel & Specialty
1,DTE,DTE Energy Co.,17.24,1.96,0.51,-607.00,3.36,181925024.00,180500000.00,20465.77,10690.00,56.55,Utilities - Regulated
1,SDDL,DTHERA SCIENCES,,,,,,2667602.00,8956867.00,,-0.09,-0.01,
1,DUK,Duke Energy CORP,21.44,1.43,0.69,-2450.00,3.48,712877558.00,704500000.00,58512.82,43013.00,61.09,Utilities - Regulated
1,DUK,"DUKE ENERGY PROGRESS, LLC.",,1.42,0.70,,,712877558.00,704500000.00,57985.67,43013.00,61.09,Utilities - Regulated
1,DRE,Duke Realty Corp,19.98,2.18,0.46,-588.53,1.65,358319306.00,362874000.00,9932.11,4724.92,13.09,REITs
1,DLTH,DULUTH HOLDINGS INC.,,,0.17,0.00,,32588407.00,,942.78,142.65,,Retail - Apparel & Specialty
1,DNB,DUN & BRADSTREET CORP/NW,22.80,-7.29,-0.14,-76.70,2.07,37131243.00,37325000.00,5303.75,-730.10,-20.11,Business Services
1,DNKN,"DUNKIN' BRANDS GROUP, INC.",,-8.51,-0.12,,,82597346.00,86966176.00,5975.80,-735.56,-8.59,Restaurants
1,DD,DUPONT E I DE NEMOURS & CO,,,,,,868300000.00,873888500.00,72876.42,,,Agriculture
1,DFT,Dupont Fabros Technology Inc,33.88,3.76,0.26,,,77902189.00,77105571.00,5165.69,1344.64,8.27,REITs
1,CSC,DXC Technology Co,10.56,1.66,,-207.00,0.73,,288845000.00,19402.90,11837.00,40.46,
1,DXPE,DXP ENTERPRISES INC,20.87,2.18,0.46,-0.09,0.01,17570252.00,18348500.00,689.39,297.36,16.96,Industrial Distribution
1,DY,DYCOM INDUSTRIES INC,14.05,2.08,0.48,0.00,0.00,31296738.00,31965708.00,2548.93,816.86,26.20,Engineering & Construction
1,DYNT,DYNATRONICS CORP,,0.86,1.06,,,8188815.00,7535558.00,24.11,21.74,1.35,Medical Devices
1,DVAX,DYNAVAX TECHNOLOGIES CORP,-5.20,7.84,0.13,0.00,0.00,62691478.00,62005500.00,688.13,97.01,1.56,Biotechnology
1,DYN,DYNEGY INC.,,1.05,1.02,-22.00,,144390952.00,162000000.00,,1893.00,12.26,Utilities - Independent Power Producers
1,ETFC,E*Trade,15.82,1.98,0.53,-36.00,0.14,254239061.00,265891000.00,13682.28,6766.00,22.96,Brokers & Exchanges
1,SSP,E.W. SCRIPPS Co,252.98,1.50,0.78,-12.36,0.15,69754678.00,81979000.00,1133.51,905.65,11.09,Entertainment
1,EXP,EAGLE MATERIALS INC,12.98,2.51,0.40,-19.31,0.40,46889378.00,48100099.00,3991.11,1432.60,30.03,Building Materials
1,ESTE,EARTHSTONE ENERGY INC,,,,0.00,0.00,63978392.00,27616620.00,577.72,,,Oil & Gas - E&P
1,EWBC,EAST WEST BANCORP INC,12.00,1.74,0.57,-121.57,0.84,144959368.00,146193000.00,8926.64,4244.85,29.32,Banks
1,EMN,EASTMAN CHEMICAL CO,7.40,1.90,0.54,-313.00,2.20,140042105.00,144100000.00,13017.12,5995.00,41.65,Chemicals
1,ESDI,"Eastside Distilling, Inc.",,,,0.00,0.00,6414235.00,4004796.00,,12.58,3.14,Beverages - Alcoholic
1,ETN,Eaton Corp plc,14.75,1.89,0.53,-1129.00,2.58,433400000.00,439600000.00,37554.11,16789.00,38.35,Industrial Products
1,EV,EATON VANCE CORP,13.60,3.45,,-141.11,1.24,,122161750.00,6168.76,1415.15,9.68,Asset Management
1,EBAY,EBAY INC,-36.07,4.29,0.24,0.00,0.00,962827199.00,1000000000.00,32239.53,6929.00,6.91,Retail - Apparel & Specialty
1,EBIX,EBIX INC,13.34,2.74,0.37,,,31270168.00,31639500.00,1828.27,541.59,15.76,Application Software
1,ECL,Ecolab Inc.,28.93,5.80,0.17,-489.20,1.69,288873052.00,293200000.00,45467.94,7983.00,27.45,Chemicals
1,EEI,ECOLOGY & ENVIRONMENT INC,27.78,1.50,0.66,-1.72,0.40,4313135.00,4300470.00,59.13,39.25,8.67,Waste Management
1,EIX,Edison Int'l,48.98,1.59,0.63,-768.00,2.36,325811206.00,326750000.00,22578.72,14289.00,37.10,Utilities - Regulated
1,EW,Edwards Lifesciences Corp,45.11,9.56,0.11,0.00,0.00,209049269.00,214400000.00,30811.15,3361.30,16.02,Medical Devices
1,EFCT,EFACTOR GROUP CORP.,,0.04,499.42,,,3500920.00,68717037.00,0.04,17.48,0.25,
1,EGAN,EGAIN Corp,-1.24,-0.28,-0.02,0.00,0.00,27871083.00,28025250.00,202.25,-3.68,-24.05,Application Software
1,EGLT,Egalet Corp,-0.01,-0.01,,0.00,0.00,,49849051.00,7.95,-92.30,-1.85,Biotechnology
1,EE,EL PASO ELECTRIC CO /TX/,,1.86,,,,,40652527.00,2398.35,1197.20,29.56,Utilities - Regulated
1,RELY,"Elah Holdings, Inc.",-0.10,,,-0.60,0.02,29613396.00,28968363.00,12.73,,,Waste Management
1,ELMD,"Electromed, Inc.",22.01,1.88,0.52,0.00,0.00,8353584.00,8625941.00,53.79,23.03,2.80,Medical Devices
1,EA,ELECTRONIC ARTS INC.,26.46,4.82,0.21,0.00,0.00,302128696.00,314500000.00,33941.86,5317.00,17.43,Application Software
1,RDEN,ELIZABETH ARDEN INC,,3.72,0.23,-1.29,0.04,34791000.00,29884000.00,486.38,112.22,1.99,
1,ELLI,Ellie Mae Inc,69.90,2.85,0.35,0.00,0.00,34841403.00,35810963.00,3029.96,793.98,23.14,Application Software
1,EFC,Ellington Financial LLC,,,,,,30013574.00,30740939.00,477.30,,,Banks
1,EMC,EMC CORP,26.90,2.34,0.42,-904.00,0.46,1956842060.00,1960750000.00,56846.26,24155.00,11.38,
1,EME,Emcor Group Inc,17.18,2.50,0.41,-18.74,0.32,57560139.00,58892654.00,4241.91,1779.13,30.38,Engineering & Construction
1,ESC,EMERITUS CORPWA,,,,,,49017984.00,46553000.00,,86.23,1.81,
1,EMR,EMERSON ELECTRIC CO,19.37,4.62,0.22,-1229.00,1.94,626158598.00,635300000.00,49084.02,8990.00,14.16,Industrial Products
1,EMMS,EMMIS COMMUNICATIONS CORP,,,,,,12911766.00,13181000.00,68.42,,,Entertainment
1,NUVI,Emo Capital Corp.,,,,,,35500000.00,,0.00,,,
1,ERS,EMPIRE RESOURCES INC /NEW/,17.95,1.19,0.86,-1.10,0.13,8250455.00,9713000.00,57.75,49.72,5.87,
1,ETEC,EMTEC INC/NJ,-0.29,2.76,0.34,0.00,0.00,18214437.00,,3.64,1.24,0.07,
1,EEP,ENBRIDGE ENERGY PARTNERS LP,,,,,,326517110.00,,3722.30,,,Oil & Gas - Midstream
1,ENDP,Endo International,-2.87,3.36,0.29,0.00,0.00,115354393.00,113295000.00,2003.71,585.22,4.64,Drug Manufacturers
1,ENDP,Endo International plc,-2.43,-12.88,-0.08,0.00,0.00,224344760.00,223702000.00,3889.68,-219.46,-0.98,Drug Manufacturers
1,ECYT,ENDOCYTE INC,-34.86,4.15,0.18,0.00,0.00,82088638.00,61242547.00,,347.20,5.67,Biotechnology
1,EIGI,"Endurance International Group Holdings, Inc.",-1596.07,7.78,0.13,0.00,0.00,143855398.00,141276161.00,1205.50,156.60,1.11,Application Software
1,ENR,"ENERGIZER HOLDINGS, INC.",30.88,121.97,0.01,-70.00,1.17,59609327.00,61400000.00,3413.45,24.50,0.41,Computer Hardware
1,EFOI,"ENERGY FOCUS, INC/DE",-1.21,0.70,,0.00,0.00,,11942250.00,,13.84,1.16,Manufacturing - Apparel & Furniture
1,EFR,ENERGY FUELS INC,,7.21,0.12,,,91036766.00,78836376.00,,144.75,1.79,Asset Management
1,EFH,Energy Future Holdings Corp /TX/,,,-508.55,,,1669861379.00,,50.10,-25476.00,,
1,ETE,Energy Transfer LP,,,0.72,,,2617100880.00,,,31532.00,,Oil & Gas - Midstream
1,ES,Energysolutions Inc,,,0.03,0.00,,90579979.00,89963039.00,5652.19,171.89,,Utilities - Regulated
1,ENS,EnerSys,29.13,2.94,0.34,,,42148391.00,42584169.00,3637.22,1202.80,28.49,Computer Hardware
1,ENG,ENGLOBAL CORP,-5.89,1.48,0.85,0.00,0.00,27509317.00,34333203.00,27.51,18.85,0.55,Engineering & Construction
1,EBF,"ENNIS, INC.",13.41,1.66,0.58,-23.52,0.92,26321309.00,25477963.00,498.83,286.50,11.25,Industrial Products
1,ENVA,"Enova International, Inc.",11.58,2.24,0.44,0.00,0.00,34274785.00,35074250.00,897.22,352.67,10.43,Credit Services
1,ESGR,Enstar Group LTD,,,,,,3004443.00,20374684.00,715.20,,,Insurance
1,ETM,ENTERCOM COMMUNICATIONS CORP,3.17,0.47,1.89,-51.07,0.40,142517986.00,130868382.00,1036.11,1739.39,13.76,Entertainment
1,ETR,ENTERGY CORP /DE/,36.13,1.83,0.55,-657.27,3.64,181142215.00,182375057.00,14682.88,8610.48,46.56,Utilities - Regulated
1,EPD,ENTERPRISE PRODUCTS PARTNERS L P,,,0.41,0.00,,2182661550.00,2180150000.00,63690.09,23505.80,,Oil & Gas - Midstream
1,EVC,ENTRAVISION COMMUNICATIONS CORP,,,,-17.89,,,90834267.00,437.94,335.43,,Entertainment
1,EVI,"EnviroStar, Inc.",,,0.17,,,11417347.00,11508250.00,447.29,68.62,,Personal Services
1,ENZ,ENZO BIOCHEM INC,-6.08,1.26,,0.00,0.00,,35255297.00,183.00,75.67,2.15,Medical Diagnostics & Research
1,EOG,EOG RESOURCES INC,11.90,3.29,0.30,-408.35,0.71,579903041.00,580071500.00,75197.64,18538.47,32.18,Oil & Gas - E&P
1,EPE,EP Energy Corp,,0.77,1.25,0.00,0.00,257264915.00,247000000.00,622.58,314.00,1.27,Oil & Gas - E&P
1,EPZM,"Epizyme, Inc.",-4.02,3.20,0.27,0.00,0.00,79168053.00,69451250.00,642.21,171.83,2.47,Biotechnology
1,EPR,EPR PROPERTIES,20.95,,,,,74338410.00,74228250.00,5031.22,,,REITs
1,EQT,EQT Corporation,-13.59,0.27,1.78,-28.94,0.11,254426000.00,254647000.00,11837.76,16217.39,43.17,Oil & Gas - E&P
1,EFX,Equifax Inc.,27.50,3.79,0.26,-187.50,1.56,120575077.00,121325000.00,15543.16,3241.50,26.49,Business Services
1,EQIX,Equinix,95.29,2.97,0.33,-712.33,8.98,80390499.00,79853500.00,33180.29,10305.60,129.93,REITs
1,ELS,Equity Lifestyle Properties Inc,,,,,,89747439.00,94695750.00,8323.81,,,REITs
1,EQR,Equity Residential,,2.35,0.42,,,368440623.00,383273500.00,23893.39,10848.33,27.73,REITs
1,ERIE,Erie Indemnity Co,,6.73,0.15,-153.80,3.33,46191610.00,52319029.00,5725.91,921.02,19.94,Brokers & Exchanges
1,ESP,ESPEY MFG & ELECTRONICS CORP,,2.02,0.48,-1.75,0.75,2396323.00,2360767.00,68.87,30.79,13.14,Computer Hardware
1,ESS,Essex Property Trust Inc,45.46,2.64,0.38,-476.83,7.22,66065097.00,66028641.00,16096.41,6472.69,95.64,REITs
1,EL,ESTEE LAUDER COMPANIES INC,43.30,11.54,0.09,-561.00,1.53,367194210.00,375450000.00,50786.63,4430.00,11.99,Consumer Packaged Goods
1,ESL,ESTERLINE TECHNOLOGIES CORP,50.06,1.89,0.53,0.00,0.00,29495076.00,29734000.00,,1843.13,61.89,Aerospace & Defense
1,ETSY,ETSY INC,66.50,13.65,0.07,0.00,0.00,120460043.00,127229504.00,5317.05,394.62,3.32,Retail - Apparel & Specialty
1,EEFT,EURONET WORLDWIDE INC,38.36,4.88,0.21,0.00,0.00,51560331.00,54527959.00,5961.47,1179.12,22.78,Business Services
1,EVLO,"Evelo Biosciences, Inc.",,,0.42,,,31757707.00,,,150.76,,Biotechnology
1,RE,EVEREST RE GROUP LTD,,1.11,0.90,-212.70,5.25,40647998.00,40689250.00,9272.55,8329.01,205.77,Insurance - Specialty
1,ES,Eversource Energy,20.66,1.86,,-638.12,2.01,,317987672.00,19773.67,11564.35,35.95,Utilities - Regulated
1,EVH,"Evolent Health, Inc.",-31.88,1.47,0.66,0.00,0.00,78646115.00,76403000.00,2067.61,1048.57,13.59,Application Software
